timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-01-25 19:21:00,3340.98,3340.98,3338.98,3340.29,2.0157,1737832919999,6732.500743,39,1.234,4121.582009,0
2025-01-25 19:22:00,3340.73,3340.73,3339.3,3340.19,1.0713,1737832979999,3577.814951,26,1.0713,3577.814951,0
2025-01-25 19:23:00,3340.4,3340.58,3339.81,3340.04,4.5978,1737833039999,15357.177916,70,4.1784,13956.295958,0
2025-01-25 19:24:00,3340.14,3341.92,3339.45,3339.45,10.8192,1737833099999,36148.038544,74,10.2621,34287.295587,0
2025-01-25 19:25:00,3339.45,3341.92,3338.3,3338.76,5.9542,1737833159999,19888.503901,59,5.7294,19138.015365,0
2025-01-25 19:26:00,3339.38,3340.31,3339.1,3340.31,4.3059,1737833219999,14379.852266,61,2.0465,6834.809694,0
2025-01-25 19:27:00,3340.31,3340.74,3340.3,3340.73,1.5004,1737833279999,5012.235343,42,1.3175,4401.245884,0
2025-01-25 19:28:00,3340.72,3341.1,3340.72,3341.07,1.5886,1737833339999,5307.324415,36,1.334,4456.683172,0
2025-01-25 19:29:00,3341.07,3341.07,3339.3,3339.3,2.5575,1737833399999,8543.081848,30,0.4749,1585.83357,0
2025-01-25 19:30:00,3339.3,3341.1,3339.3,3340.81,4.8818,1737833459999,16302.428321,51,4.7321,15802.309064,0
2025-01-25 19:31:00,3340.8,3341.25,3339.03,3341.11,3.6782,1737833519999,12288.850393,35,2.0048,6697.949211,0
2025-01-25 19:32:00,3341.11,3341.11,3340.86,3340.87,3.0268,1737833579999,10112.202037,31,1.5535,5190.041545,0
2025-01-25 19:33:00,3340.87,3340.87,3340.86,3340.86,2.8787,1737833639999,9617.346732,60,1.305,4359.83535,0
2025-01-25 19:34:00,3340.87,3340.87,3340.86,3340.87,1.7177,1737833699999,5738.596465,30,0.1243,415.270141,0
2025-01-25 19:35:00,3340.86,3342.04,3340.81,3341.7,5.448,1737833759999,18202.664438,52,2.9268,9778.278443,0
2025-01-25 19:36:00,3341.7,3342.05,3341.45,3341.45,11.6573,1737833819999,38954.173043,80,0.1055,352.585443,0
2025-01-25 19:37:00,3341.87,3342.07,3340.31,3340.67,9.165,1737833879999,30621.088324,92,2.5913,8656.52099,0
2025-01-25 19:38:00,3340.7,3340.77,3340.56,3340.56,3.5494,1737833939999,11857.295735,35,0.1149,383.850734,0
2025-01-25 19:39:00,3340.31,3340.43,3339.09,3339.32,12.5622,1737833999999,41958.116245,60,3.301,11024.023587,0
2025-01-25 19:40:00,3339.3,3339.98,3339.27,3339.3,3.574,1737834059999,11934.857828,39,3.3149,11069.554708,0
2025-01-25 19:41:00,3339.41,3339.41,3336.33,3338.48,8.3866,1737834119999,27996.248057,67,6.8167,22754.041718,0
2025-01-25 19:42:00,3338.47,3338.61,3337.86,3338.61,1.5117,1737834179999,5046.401624,30,1.248,4166.140564,0
2025-01-25 19:43:00,3338.82,3339.22,3338.82,3339.22,7.2006,1737834239999,24043.338795,70,7.1706,23943.174195,0
2025-01-25 19:44:00,3339.48,3339.85,3339.4,3339.85,10.7115,1737834299999,35773.892537,109,9.9686,33292.956175,0
2025-01-25 19:45:00,3339.85,3340.18,3339.85,3340.18,8.6978,1737834359999,29051.206738,77,8.6978,29051.206738,0
2025-01-25 19:46:00,3340.4,3340.4,3339.25,3339.25,2.4849,1737834419999,8298.866768,28,0.0524,175.019264,0
2025-01-25 19:47:00,3339.25,3339.38,3330.33,3338.47,24.6011,1737834479999,82133.337667,51,0.1591,531.261989,0
2025-01-25 19:48:00,3338.47,3338.87,3336.77,3338.0,10.5392,1737834539999,35170.357388,117,8.7934,29342.604345,0
2025-01-25 19:49:00,3338.0,3338.0,3336.6,3336.6,3.1634,1737834599999,10556.953295,44,0.4187,1397.384251,0
2025-01-25 19:50:00,3336.6,3337.72,3335.3,3337.72,16.3933,1737834659999,54698.092643,111,4.2778,14270.065659,0
2025-01-25 19:51:00,3337.74,3337.76,3336.55,3336.94,11.0999,1737834719999,37039.71007,85,0.6001,2002.446827,0
2025-01-25 19:52:00,3336.94,3337.07,3336.64,3336.82,5.1785,1737834779999,17279.283337,57,0.6282,2096.180477,0
2025-01-25 19:53:00,3336.79,3336.81,3336.55,3336.56,5.6896,1737834839999,18983.805224,56,0.2295,765.770669,0
2025-01-25 19:54:00,3336.56,3336.96,3336.55,3336.55,9.2527,1737834899999,30872.244482,93,0.3524,1175.928155,0
2025-01-25 19:55:00,3336.55,3339.21,3334.84,3334.88,7.9824,1737834959999,26635.973694,88,0.6089,2031.183275,0
2025-01-25 19:56:00,3335.0,3336.83,3335.0,3336.83,3.0915,1737835019999,10313.520417,44,2.201,7342.798934,0
2025-01-25 19:57:00,3336.93,3336.93,3336.24,3336.24,7.6953,1737835079999,25675.437433,74,0.1519,506.878873,0
2025-01-25 19:58:00,3336.24,3336.93,3335.06,3336.36,3.9392,1737835139999,13141.199914,69,2.3103,7707.589186,0
2025-01-25 19:59:00,3336.36,3342.47,3336.28,3340.49,8.3943,1737835199999,28026.601501,99,3.7978,12671.990768,0
2025-01-25 20:00:00,3336.93,3343.29,3336.93,3343.29,6.122,1737835259999,20445.885186,78,4.1971,14010.600947,0
2025-01-25 20:01:00,3338.9,3342.08,3338.88,3338.91,5.7308,1737835319999,19144.367071,61,2.6,8681.500587,0
2025-01-25 20:02:00,3338.88,3341.63,3338.87,3339.21,7.814,1737835379999,26101.699815,86,3.4622,11560.920681,0
2025-01-25 20:03:00,3339.21,3339.21,3337.01,3337.01,8.9335,1737835439999,29820.386226,88,1.0824,3612.224737,0
2025-01-25 20:04:00,3337.01,3338.65,3337.01,3338.65,3.3986,1737835499999,11343.846744,56,3.3986,11343.846744,0
2025-01-25 20:05:00,3338.65,3339.33,3338.65,3339.33,1.5436,1737835559999,5154.026923,26,1.4777,4934.001869,0
2025-01-25 20:06:00,3339.26,3340.09,3339.26,3340.09,6.4654,1737835619999,21594.401188,62,6.4654,21594.401188,0
2025-01-25 20:07:00,3340.09,3342.6,3340.09,3340.49,6.0046,1737835679999,20062.056082,62,3.8235,12771.511222,0
2025-01-25 20:08:00,3340.53,3341.04,3340.2,3340.3,2.5064,1737835739999,8372.983981,38,2.094,6995.30646,0
2025-01-25 20:09:00,3340.3,3341.14,3340.3,3341.14,2.4581,1737835799999,8211.969703,45,2.4581,8211.969703,0
2025-01-25 20:10:00,3341.3,3342.61,3341.3,3342.61,8.367,1737835859999,27965.863772,81,7.4811,25005.03075,0
2025-01-25 20:11:00,3341.82,3343.2,3341.82,3342.61,5.156,1737835919999,17234.944342,55,2.8527,9534.705805,0
2025-01-25 20:12:00,3341.93,3342.24,3341.93,3342.24,1.231,1737835979999,4114.031886,20,1.231,4114.031886,0
2025-01-25 20:13:00,3342.29,3342.3,3341.51,3341.6,4.5012,1737836039999,15041.516281,52,0.6943,2320.269115,0
2025-01-25 20:14:00,3341.51,3341.61,3339.3,3339.3,4.0583,1737836099999,13558.013768,46,1.5369,5133.926042,0
2025-01-25 20:15:00,3339.29,3339.31,3339.2,3339.3,0.6066,1737836159999,2025.594558,11,0.5018,1675.645867,0
2025-01-25 20:16:00,3339.2,3339.29,3339.2,3339.21,2.4736,1737836219999,8259.878435,29,0.9757,3258.086157,0
2025-01-25 20:17:00,3339.21,3340.2,3339.21,3340.2,4.4526,1737836279999,14868.784744,60,2.4856,8300.558674,0
2025-01-25 20:18:00,3340.38,3341.39,3340.38,3341.06,3.6746,1737836339999,12276.67935,46,1.8341,6127.604115,0
2025-01-25 20:19:00,3341.02,3342.31,3341.02,3342.3,2.6835,1737836399999,8967.588632,44,2.5982,8682.544181,0
2025-01-25 20:20:00,3342.29,3342.96,3342.29,3342.96,1.8227,1737836459999,6092.697181,36,1.6969,5672.193282,0
2025-01-25 20:21:00,3342.99,3343.3,3342.3,3342.65,4.0602,1737836519999,13572.425005,55,1.0474,3500.919749,0
2025-01-25 20:22:00,3342.64,3343.32,3342.63,3343.31,2.27,1737836579999,7588.563774,44,1.705,5699.799109,0
2025-01-25 20:23:00,3343.31,3343.31,3343.29,3343.3,0.2102,1737836639999,702.763552,9,0.0,0.0,0
2025-01-25 20:24:00,3343.32,3343.91,3343.03,3343.03,1.7637,1737836699999,5896.959524,27,0.6975,2332.290495,0
2025-01-25 20:25:00,3342.67,3343.58,3342.67,3343.22,1.6758,1737836759999,5602.328909,25,1.4963,5002.204791,0
2025-01-25 20:26:00,3342.86,3343.99,3342.85,3343.99,2.0476,1737836819999,6846.164069,37,1.3222,4420.639548,0
2025-01-25 20:27:00,3343.99,3344.57,3343.78,3343.79,5.2371,1737836879999,17515.462673,55,5.0734,16968.05466,0
